name,calories,total_fat,sodium,protein,carbohydrate,sugars,food_group
"Bamboo shoots, raw",27,0.3g,4.00 mg,2.60 g,5.20 g,3.00 g,grains
"Fish, raw, lingcod",85,1.1g,59.00 mg,17.66 g,0.00 g,0,grains
"Whey, dried, sweet",353,1.1g,1079.00 mg,12.93 g,74.46 g,74.46 g,grains
"Whey, fluid, sweet",27,0.4g,54.00 mg,0.85 g,5.14 g,5.14 g,grains
"Spices, poppy seed",525,42g,26.00 mg,17.99 g,28.13 g,2.99 g,grains
"Babyfood, pretzels",397,2g,269.00 mg,10.80 g,82.20 g,3.08 g,grains
"Fat, mutton tallow",902,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"Coffeecake, cheese",339,15g,339.00 mg,7.00 g,44.30 g,0,grains
"Sauce, horseradish",503,51g,730.00 mg,1.09 g,10.05 g,8.98 g,grains
"Yardlong bean, raw",47,0.4g,4.00 mg,2.80 g,8.35 g,0,grains
"Cress, raw, garden",32,0.7g,14.00 mg,2.60 g,5.50 g,4.40 g,grains
"Dates, deglet noor",282,0.4g,2.00 mg,2.45 g,75.03 g,63.35 g,grains
"Lambsquarters, raw",43,0.8g,43.00 mg,4.20 g,7.30 g,0,grains
"Gravy, dry, turkey",367,7.2g,4392.00 mg,10.42 g,65.12 g,0,grains
Vital wheat gluten,370,1.9g,29.00 mg,75.16 g,13.79 g,0.00 g,grains
"Turnip greens, raw",32,0.3g,40.00 mg,1.50 g,7.13 g,0.81 g,grains
"Sugars, granulated",387,0g,1.00 mg,0.00 g,99.98 g,99.80 g,grains
"Frankfurter, pork",269,24g,816.00 mg,12.81 g,0.28 g,0.00 g,grains
"Pomegranates, raw",83,1.2g,3.00 mg,1.67 g,18.70 g,13.67 g,grains
"Pears, raw, asian",42,0.2g,0.00 mg,0.50 g,10.65 g,7.05 g,grains
"Cookies, molasses",430,13g,459.00 mg,5.60 g,73.80 g,17.60 g,grains
"Cookies, fig bars",348,7.3g,350.00 mg,3.70 g,70.90 g,46.36 g,grains
Liverwurst spread,305,25g,700.00 mg,12.38 g,5.89 g,1.65 g,grains
Roast beef spread,223,16g,724.00 mg,15.27 g,3.73 g,0.71 g,grains
"Chard, raw, swiss",19,0.2g,213.00 mg,1.80 g,3.74 g,1.10 g,grains
"Goose, raw, liver",133,4.3g,140.00 mg,16.37 g,6.32 g,0,grains
"TACO BELL, Nachos",350,22g,313.00 mg,4.32 g,34.91 g,2.17 g,grains
"Sausage, meatless",255,18g,888.00 mg,20.28 g,8.09 g,0.00 g,grains
"Frankfurter, meat",290,26g,1090.00 mg,10.26 g,4.17 g,0,grains
"Rice flour, brown",363,2.8g,8.00 mg,7.23 g,76.48 g,0.66 g,grains
"Peppermint, fresh",70,0.9g,31.00 mg,3.75 g,14.89 g,0,grains
"Vinegar, red wine",19,0g,8.00 mg,0.04 g,0.27 g,0.00 g,grains
"Vinegar, balsamic",88,0g,23.00 mg,0.49 g,17.03 g,14.95 g,grains
"Luxury loaf, pork",141,4.8g,1225.00 mg,18.40 g,4.90 g,0,grains
"Rye flour, medium",349,1.5g,2.00 mg,10.88 g,75.43 g,1.10 g,grains
"DENNY'S, coleslaw",183,15g,376.00 mg,0.97 g,10.88 g,8.16 g,grains
"Bread, wheat bran",248,3.4g,486.00 mg,8.80 g,47.80 g,9.68 g,grains
"Croissants, apple",254,8.7g,274.00 mg,7.40 g,37.10 g,0,grains
"Candies, Tamarind",368,0g,1643.00 mg,0.00 g,91.96 g,78.57 g,grains
"Oheloberries, raw",28,0.2g,1.00 mg,0.38 g,6.84 g,0,grains
"PACE, Salsa Verde",47,1.6g,719.00 mg,0.00 g,6.25 g,6.25 g,grains
Barley malt flour,361,1.8g,11.00 mg,10.28 g,78.30 g,0.80 g,grains
"Rice noodles, dry",364,0.6g,182.00 mg,5.95 g,80.18 g,0.12 g,grains
"Fish oil, sardine",902,100g,0.00 mg,0.00 g,0.00 g,0,grains
"Fish oil, herring",902,100g,0.00 mg,0.00 g,0.00 g,0,grains
"Plantains, cooked",116,0.2g,5.00 mg,0.79 g,31.15 g,14.00 g,grains
"Burdock root, raw",72,0.2g,5.00 mg,1.53 g,17.34 g,2.90 g,grains
"Butterbur, canned",3,0.1g,4.00 mg,0.11 g,0.38 g,0,grains
"Ostrich, raw, fan",117,2.7g,75.00 mg,21.81 g,0.00 g,0.00 g,grains
"SILK Nog, soymilk",74,1.6g,61.00 mg,2.46 g,12.30 g,9.84 g,grains
"Gravy, dry, brown",367,9.6g,4843.00 mg,10.74 g,59.38 g,0,grains
"Cheese, provolone",351,27g,876.00 mg,25.58 g,2.14 g,0.56 g,grains
"Cheese, roquefort",369,31g,1809.00 mg,21.54 g,2.00 g,0,grains
"Muffins, oat bran",270,7.4g,393.00 mg,7.00 g,48.30 g,8.22 g,grains
"Syrups, grenadine",268,0g,27.00 mg,0.00 g,66.91 g,46.55 g,grains
"Raisins, seedless",299,0.5g,11.00 mg,3.07 g,79.18 g,59.19 g,grains
"Strawberries, raw",32,0.3g,1.00 mg,0.67 g,7.68 g,4.89 g,grains
"Fish, raw, burbot",90,0.8g,97.00 mg,19.31 g,0.00 g,0,grains
"Wheat germ, crude",360,9.7g,12.00 mg,23.15 g,51.80 g,0,grains
"Wheat, hard white",342,1.7g,2.00 mg,11.31 g,75.90 g,0.41 g,grains
"Wheat bran, crude",216,4.3g,2.00 mg,15.55 g,64.51 g,0.41 g,grains
"Gooseberries, raw",44,0.6g,1.00 mg,0.88 g,10.18 g,0,grains
"Spices, dill seed",305,15g,20.00 mg,15.98 g,55.17 g,0,grains
"Oil, cocoa butter",884,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"APPLEBEE'S, chili",157,9.8g,381.00 mg,12.56 g,4.57 g,2.27 g,grains
"Grape leaves, raw",93,2.1g,9.00 mg,5.60 g,17.31 g,6.30 g,grains
"Kale, raw, scotch",42,0.6g,70.00 mg,2.80 g,8.32 g,0,grains
"Marmalade, orange",246,0g,56.00 mg,0.30 g,66.30 g,60.00 g,grains
"Whey, dried, acid",339,0.5g,968.00 mg,11.73 g,73.45 g,73.45 g,grains
"Whey, fluid, acid",24,0.1g,48.00 mg,0.76 g,5.12 g,5.12 g,grains
"Eggplant, pickled",49,0.7g,1674.00 mg,0.90 g,9.77 g,4.80 g,grains
"Babyfood, cookies",433,13g,300.00 mg,11.80 g,67.10 g,24.20 g,grains
"Fennel, raw, bulb",31,0.2g,52.00 mg,1.24 g,7.30 g,3.93 g,grains
"Egg, dried, whole",592,44g,476.00 mg,48.05 g,1.13 g,0.56 g,grains
"Coffeecake, fruit",311,10g,385.00 mg,5.20 g,51.50 g,0,grains
"Candies, caramels",382,8.1g,245.00 mg,4.60 g,77.00 g,65.50 g,grains
"Sour cream, light",136,11g,83.00 mg,3.50 g,7.10 g,0.22 g,grains
"Egg, dried, white",382,0g,1280.00 mg,81.10 g,7.80 g,5.40 g,grains
"Wild rice, cooked",101,0.3g,3.00 mg,3.99 g,21.34 g,0.73 g,grains
"Chicken, meatless",224,13g,709.00 mg,23.64 g,3.64 g,0.00 g,grains
"Corn grain, white",365,4.7g,35.00 mg,9.42 g,74.26 g,0,grains
"Veal, raw, ground",197,13g,103.00 mg,18.58 g,0.00 g,0.00 g,grains
"Wheat, soft white",340,2g,2.00 mg,10.69 g,75.36 g,0.41 g,grains
"Elderberries, raw",73,0.5g,6.00 mg,0.66 g,18.40 g,0,grains
"Nuts, raw, acorns",387,24g,0.00 mg,6.15 g,40.75 g,0,grains
"Orange juice, raw",45,0.2g,1.00 mg,0.70 g,10.40 g,8.40 g,grains
"POPEYES, Coleslaw",161,11g,218.00 mg,0.98 g,14.12 g,10.83 g,grains
"Cabbage, raw, red",31,0.2g,27.00 mg,1.43 g,7.37 g,3.83 g,grains
"Blackberries, raw",43,0.5g,1.00 mg,1.39 g,9.61 g,4.88 g,grains
"Wasabi, raw, root",109,0.6g,17.00 mg,4.80 g,23.54 g,0,grains
"Cheese, limburger",327,27g,800.00 mg,20.05 g,0.49 g,0.49 g,grains
"Raspberries, raw",52,0.7g,1.00 mg,1.20 g,11.94 g,4.42 g,grains
"Corn bran, crude",224,0.9g,7.00 mg,8.36 g,85.64 g,0.00 g,grains
"Bread, rice bran",243,4.6g,269.00 mg,8.90 g,43.50 g,4.67 g,grains
"Taro shoots, raw",11,0.1g,1.00 mg,0.92 g,2.32 g,0,grains
"Sugars, powdered",389,0g,2.00 mg,0.00 g,99.77 g,97.81 g,grains
"Emu, raw, ground",134,4g,56.00 mg,22.77 g,0.00 g,0.00 g,grains
"Cookies, fortune",378,2.7g,31.00 mg,4.20 g,84.00 g,45.42 g,grains
"Fish, raw, cisco",98,1.9g,55.00 mg,18.99 g,0.00 g,0,grains
"Couscous, cooked",112,0.2g,5.00 mg,3.79 g,23.22 g,0.10 g,grains
"Dill weed, fresh",43,1.1g,61.00 mg,3.46 g,7.02 g,0,grains
"Spearmint, dried",285,6g,344.00 mg,19.93 g,52.04 g,0,grains
"Spearmint, fresh",44,0.7g,30.00 mg,3.29 g,8.41 g,0,grains
Tamales (Navajo),153,6.1g,427.00 mg,6.28 g,18.12 g,0.99 g,grains
"Rice bran, crude",316,21g,5.00 mg,13.35 g,49.69 g,0.90 g,grains
"Rye flour, light",357,1.3g,2.00 mg,9.82 g,76.68 g,0.93 g,grains
"Spices, bay leaf",313,8.4g,23.00 mg,7.61 g,74.97 g,0,grains
"Spices, cardamom",311,6.7g,18.00 mg,10.76 g,68.47 g,0,grains
"Lemon juice, raw",22,0.2g,1.00 mg,0.35 g,6.90 g,2.52 g,grains
"Ginger root, raw",80,0.8g,13.00 mg,1.82 g,17.77 g,1.70 g,grains
"Fish oil, salmon",902,100g,0.00 mg,0.00 g,0.00 g,0,grains
"Fish, tuna salad",187,9.3g,402.00 mg,16.04 g,9.41 g,0,grains
"Orange peel, raw",97,0.2g,3.00 mg,1.50 g,25.00 g,0,grains
"Blueberries, raw",57,0.3g,1.00 mg,0.74 g,14.49 g,9.96 g,grains
"Cheese, muenster",368,30g,628.00 mg,23.41 g,1.12 g,1.12 g,grains
"Beet greens, raw",22,0.1g,226.00 mg,2.20 g,4.33 g,0.50 g,grains
"Cheese, cheshire",387,31g,700.00 mg,23.37 g,4.78 g,0,grains
"Bagels, oat bran",255,1.2g,590.00 mg,10.70 g,53.30 g,1.63 g,grains
"Fat, beef tallow",902,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"Clementines, raw",47,0.2g,1.00 mg,0.85 g,12.02 g,9.18 g,grains
"Peas, raw, green",81,0.4g,5.00 mg,5.42 g,14.45 g,5.67 g,grains
"Oat bran, cooked",40,0.9g,1.00 mg,3.21 g,11.44 g,0,grains
"Pears, bosc, raw",67,0.1g,1.00 mg,0.36 g,16.10 g,10.23 g,grains
"Sugar, turbinado",399,0g,0,0.00 g,99.80 g,99.19 g,grains
"Headcheese, pork",157,11g,941.00 mg,13.83 g,0.00 g,0.00 g,grains
Ham salad spread,216,16g,1075.00 mg,8.68 g,10.64 g,0.00 g,grains
"Olive loaf, pork",235,17g,964.00 mg,11.80 g,9.20 g,0.00 g,grains
"Pastrami, turkey",139,6.2g,1123.00 mg,16.30 g,3.34 g,3.34 g,grains
"Cranberries, raw",46,0.1g,2.00 mg,0.46 g,11.97 g,4.27 g,grains
"POPEYES, biscuit",401,24g,745.00 mg,6.00 g,40.95 g,3.46 g,grains
"Egg, dried, yolk",669,59g,149.00 mg,33.63 g,0.66 g,0.23 g,grains
"Quinoa, uncooked",368,6.1g,5.00 mg,14.12 g,64.16 g,0,grains
"Emu, raw, oyster",141,4.9g,150.00 mg,22.81 g,0.00 g,0.00 g,grains
"Rose-apples, raw",25,0.3g,0.00 mg,0.60 g,5.70 g,0,grains
"Cheese, monterey",373,30g,600.00 mg,24.48 g,0.68 g,0.50 g,grains
"Fish, raw, scup",105,2.7g,42.00 mg,18.88 g,0.00 g,0.00 g,grains
"Cheese, cheddar",404,33g,653.00 mg,22.87 g,3.09 g,0.48 g,grains
"Cheese, caraway",376,29g,690.00 mg,25.18 g,3.06 g,0,grains
"Oil, wheat germ",884,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"Bread, oat bran",236,4.4g,353.00 mg,10.40 g,39.80 g,7.70 g,grains
"Watermelon, raw",30,0.2g,1.00 mg,0.61 g,7.55 g,6.20 g,grains
Potato pancakes,268,15g,764.00 mg,6.08 g,27.81 g,1.79 g,grains
Spinach souffle,172,13g,566.00 mg,7.89 g,5.90 g,1.85 g,grains
"Bacon, meatless",309,30g,1465.00 mg,11.69 g,5.31 g,0.00 g,grains
"Rosemary, fresh",131,5.9g,26.00 mg,3.31 g,20.70 g,0,grains
"Syrups, sorghum",290,0g,8.00 mg,0.00 g,74.90 g,74.90 g,grains
"Rye flour, dark",325,2.2g,2.00 mg,15.91 g,68.63 g,2.31 g,grains
"Oil, tomatoseed",884,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"Croutons, plain",407,6.6g,698.00 mg,11.90 g,73.50 g,0,grains
"Lemon peel, raw",47,0.3g,6.00 mg,1.50 g,16.00 g,4.17 g,grains
"Spices, paprika",282,13g,68.00 mg,14.14 g,53.99 g,10.34 g,grains
"Nectarines, raw",44,0.3g,0.00 mg,1.06 g,10.55 g,7.89 g,grains
"Mulberries, raw",43,0.4g,10.00 mg,1.44 g,9.80 g,8.10 g,grains
"Lotus root, raw",74,0.1g,40.00 mg,2.60 g,17.23 g,0,grains
"Sauce, barbecue",172,0.6g,1027.00 mg,0.82 g,40.77 g,33.24 g,grains
"Fish, raw, spot",123,4.9g,29.00 mg,18.51 g,0.00 g,0,grains
"Crabapples, raw",76,0.3g,1.00 mg,0.40 g,19.95 g,0,grains
"Breadfruit, raw",103,0.2g,2.00 mg,1.07 g,27.12 g,11.00 g,grains
Arrowroot flour,357,0.1g,2.00 mg,0.30 g,88.15 g,0,grains
"Pimento, canned",23,0.3g,14.00 mg,1.10 g,5.10 g,2.71 g,grains
"Tomatillos, raw",32,1g,1.00 mg,0.96 g,5.84 g,3.93 g,grains
"Raisins, seeded",296,0.5g,28.00 mg,2.52 g,78.47 g,0,grains
"Bologna, turkey",209,16g,1071.00 mg,11.42 g,4.68 g,2.90 g,grains
Vanilla extract,288,0.1g,9.00 mg,0.06 g,12.65 g,12.65 g,grains
"Fish, raw, carp",127,5.6g,49.00 mg,17.83 g,0.00 g,0.00 g,grains
"Wheat, sprouted",198,1.3g,16.00 mg,7.49 g,42.53 g,0,grains
"Fish, raw, cusk",87,0.7g,31.00 mg,18.99 g,0.00 g,0,grains
"Watercress, raw",11,0.1g,41.00 mg,2.30 g,1.29 g,0.20 g,grains
"Fish, raw, ling",87,0.6g,135.00 mg,18.99 g,0.00 g,0,grains
"Bread, cinnamon",253,5.3g,388.00 mg,7.05 g,44.38 g,14.11 g,grains
"Spices, saffron",310,5.9g,148.00 mg,11.43 g,65.37 g,0,grains
"Lime juice, raw",25,0.1g,2.00 mg,0.42 g,8.42 g,1.69 g,grains
"Spelt, uncooked",338,2.4g,8.00 mg,14.57 g,70.19 g,6.82 g,grains
"Cabbage, kimchi",15,0.5g,498.00 mg,1.10 g,2.40 g,1.06 g,grains
"Seeds, flaxseed",534,42g,30.00 mg,18.29 g,28.88 g,1.55 g,grains
"Cheese, gruyere",413,32g,714.00 mg,29.81 g,0.36 g,0.36 g,grains
"Cheese, gjetost",466,30g,600.00 mg,9.65 g,42.65 g,0,grains
"Cheese, fontina",389,31g,800.00 mg,25.60 g,1.55 g,1.55 g,grains
"Butter, salted",717,81g,643.00 mg,0.85 g,0.06 g,0.06 g,grains
"Oil, rice bran",884,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"Crackers, milk",446,14g,687.00 mg,7.60 g,71.73 g,10.32 g,grains
"Dates, medjool",277,0.2g,1.00 mg,1.81 g,74.97 g,66.47 g,grains
"Arrowroot, raw",65,0.2g,26.00 mg,4.24 g,13.39 g,0,grains
"Bread, oatmeal",269,4.4g,447.00 mg,8.40 g,48.50 g,8.14 g,grains
"Bread, italian",271,3.5g,550.00 mg,8.80 g,50.10 g,3.17 g,grains
"Tamarinds, raw",239,0.6g,28.00 mg,2.80 g,62.50 g,38.80 g,grains
"Millet, puffed",354,3.4g,5.00 mg,13.00 g,80.00 g,0.55 g,grains
"Vinegar, cider",21,0g,5.00 mg,0.00 g,0.93 g,0.40 g,grains
"Scrapple, pork",213,14g,482.00 mg,8.06 g,14.06 g,0.20 g,grains
"Oil, poppyseed",884,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"Oil, grapeseed",884,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"Longans, dried",286,0.4g,48.00 mg,4.90 g,74.00 g,0,grains
"Pectin, liquid",11,0g,0.00 mg,0.00 g,2.10 g,0.00 g,grains
"Pretzels, soft",338,3.1g,545.00 mg,8.20 g,69.39 g,0.25 g,grains
"Quinoa, cooked",120,1.9g,7.00 mg,4.40 g,21.30 g,0.87 g,grains
"Plantains, raw",122,0.4g,4.00 mg,1.30 g,31.89 g,15.00 g,grains
"Parsley, fresh",36,0.8g,56.00 mg,2.97 g,6.33 g,0.85 g,grains
"Barley, hulled",354,2.3g,12.00 mg,12.48 g,73.48 g,0.80 g,grains
"Cheese, romano",387,27g,1433.00 mg,31.80 g,3.63 g,0.73 g,grains
Dulce de Leche,315,7.4g,129.00 mg,6.84 g,55.35 g,49.74 g,grains
"Radicchio, raw",23,0.3g,22.00 mg,1.43 g,4.48 g,0.60 g,grains
"Bulgur, cooked",83,0.2g,5.00 mg,3.08 g,18.58 g,0.10 g,grains
"Tempeh, cooked",195,11g,14.00 mg,19.91 g,7.62 g,0,grains
Chicken spread,158,18g,722.00 mg,18.01 g,4.05 g,0.47 g,grains
"Millet, cooked",119,1g,2.00 mg,3.51 g,23.67 g,0.13 g,grains
"Capers, canned",23,0.9g,2348.00 mg,2.36 g,4.89 g,0.41 g,grains
"Sapodilla, raw",83,1.1g,12.00 mg,0.44 g,19.96 g,0,grains
"Wild rice, raw",357,1.1g,7.00 mg,14.73 g,74.90 g,2.50 g,grains
"Arrowhead, raw",99,0.3g,22.00 mg,5.33 g,20.23 g,0,grains
"Frog legs, raw",73,0.3g,58.00 mg,16.40 g,0.00 g,0.00 g,grains
"Jackfruit, raw",95,0.6g,2.00 mg,1.72 g,23.25 g,19.08 g,grains
"Litchis, dried",277,1.2g,3.00 mg,3.80 g,70.70 g,66.10 g,grains
"Rutabagas, raw",37,0.2g,12.00 mg,1.08 g,8.62 g,4.46 g,grains
"Cornsalad, raw",21,0.4g,4.00 mg,2.00 g,3.60 g,0,grains
"Strudel, apple",274,11g,135.00 mg,3.30 g,41.10 g,25.75 g,grains
"Oil, cupu assu",884,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"Cherimoya, raw",75,0.7g,7.00 mg,1.57 g,17.71 g,12.87 g,grains
"Cheese, tilsit",340,26g,753.00 mg,24.41 g,1.88 g,0,grains
"Asparagus, raw",20,0.1g,2.00 mg,2.20 g,3.88 g,1.88 g,grains
"Apricots, raw",48,0.4g,1.00 mg,1.40 g,11.12 g,9.24 g,grains
"Broccoli, raw",34,0.4g,33.00 mg,2.82 g,6.64 g,1.70 g,grains
"Cheese, brick",371,30g,560.00 mg,23.24 g,2.79 g,0.51 g,grains
"Sugars, brown",380,0g,28.00 mg,0.12 g,98.09 g,97.02 g,grains
Candied fruit,322,0.1g,98.00 mg,0.34 g,82.74 g,80.68 g,grains
"Bologna, beef",299,26g,1013.00 mg,10.91 g,4.29 g,2.05 g,grains
Blood sausage,379,35g,680.00 mg,14.60 g,1.29 g,1.29 g,grains
"Nuts, almonds",579,50g,1.00 mg,21.15 g,21.55 g,4.35 g,grains
"Shallots, raw",72,0.1g,12.00 mg,2.50 g,16.80 g,7.87 g,grains
"Couscous, dry",376,0.6g,10.00 mg,12.76 g,77.43 g,0,grains
"Candies, hard",394,0.2g,38.00 mg,0.00 g,98.00 g,62.90 g,grains
Meat extender,311,3g,10.00 mg,41.71 g,34.71 g,0,grains
"Syrups, maple",260,0.1g,12.00 mg,0.04 g,67.04 g,60.46 g,grains
Sorghum grain,329,3.5g,2.00 mg,10.62 g,72.09 g,2.53 g,grains
"Oil, hazelnut",884,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"Pepeao, dried",298,0.4g,70.00 mg,4.82 g,81.03 g,0,grains
"Purslane, raw",20,0.4g,45.00 mg,2.03 g,3.39 g,0,grains
"Radishes, raw",16,0.1g,39.00 mg,0.68 g,3.40 g,1.86 g,grains
"Rolls, french",277,4.3g,574.00 mg,8.60 g,50.20 g,0.31 g,grains
"Bagels, wheat",250,1.5g,439.00 mg,10.20 g,48.89 g,6.12 g,grains
"KFC, Coleslaw",144,8.6g,189.00 mg,0.91 g,15.65 g,13.54 g,grains
"Parsnips, raw",75,0.3g,10.00 mg,1.20 g,17.99 g,4.80 g,grains
"Sugars, maple",354,0.2g,11.00 mg,0.10 g,90.90 g,84.87 g,grains
"Collards, raw",32,0.6g,17.00 mg,3.02 g,5.42 g,0.46 g,grains
Rice crackers,416,5g,233.00 mg,10.00 g,82.64 g,0.00 g,grains
"Cheese, colby",394,32g,604.00 mg,23.76 g,2.57 g,0.52 g,grains
"Cheese, cream",350,34g,314.00 mg,6.15 g,5.52 g,3.76 g,grains
"Bologna, pork",247,20g,907.00 mg,15.30 g,0.73 g,0.00 g,grains
"Celeriac, raw",42,0.3g,100.00 mg,1.50 g,9.20 g,1.60 g,grains
"Kumquats, raw",71,0.9g,10.00 mg,1.88 g,15.90 g,9.36 g,grains
"Oat bran, raw",246,7g,4.00 mg,17.30 g,66.22 g,1.45 g,grains
"Spelt, cooked",127,0.9g,5.00 mg,5.50 g,26.44 g,0,grains
"Bread, cheese",408,21g,750.00 mg,10.42 g,44.83 g,2.08 g,grains
"Bread, potato",266,3.1g,375.00 mg,12.50 g,47.07 g,9.38 g,grains
"Kohlrabi, raw",27,0.1g,20.00 mg,1.70 g,6.20 g,2.60 g,grains
"Cheese, swiss",393,31g,187.00 mg,26.96 g,1.44 g,0.00 g,grains
"Cheese, gouda",356,27g,819.00 mg,24.94 g,2.22 g,2.22 g,grains
Tomato powder,302,0.4g,134.00 mg,12.91 g,74.68 g,43.90 g,grains
"Cheese, blue",353,29g,1146.00 mg,21.40 g,2.34 g,0.50 g,grains
"Cheese, brie",334,28g,629.00 mg,20.75 g,0.45 g,0.45 g,grains
"Celtuce, raw",18,0.3g,11.00 mg,0.85 g,3.65 g,0,grains
"Thyme, fresh",101,1.7g,9.00 mg,5.56 g,24.45 g,0,grains
"Basil, fresh",23,0.6g,4.00 mg,3.15 g,2.65 g,0.30 g,grains
"Rhubarb, raw",21,0.2g,4.00 mg,0.90 g,4.54 g,1.10 g,grains
"Nopales, raw",16,0.1g,21.00 mg,1.32 g,3.33 g,1.15 g,grains
"Syrups, malt",318,0g,35.00 mg,6.20 g,71.30 g,71.30 g,grains
"Oil, teaseed",884,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"Oil, sheanut",884,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"Oil, babassu",884,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"Longans, raw",60,0.1g,0.00 mg,1.31 g,15.14 g,0,grains
"Loquats, raw",47,0.2g,1.00 mg,0.43 g,12.14 g,0,grains
"Epazote, raw",32,0.5g,43.00 mg,0.33 g,7.44 g,0,grains
"Pumpkin, raw",26,0.1g,1.00 mg,1.00 g,6.50 g,2.76 g,grains
"Carrots, raw",41,0.2g,69.00 mg,0.93 g,9.58 g,4.74 g,grains
"Fish, surimi",99,0.9g,143.00 mg,15.18 g,6.85 g,0.00 g,grains
"Cabbage, raw",25,0.1g,18.00 mg,1.28 g,5.80 g,3.20 g,grains
"Cardoon, raw",17,0.1g,170.00 mg,0.70 g,4.07 g,0,grains
"Abiyuch, raw",69,0.1g,20.00 mg,1.50 g,17.60 g,8.55 g,grains
"Bread, wheat",267,3.2g,508.00 mg,10.72 g,48.68 g,5.91 g,grains
"Cheese, edam",357,28g,812.00 mg,24.99 g,1.43 g,1.43 g,grains
"Cheese, feta",264,21g,917.00 mg,14.21 g,4.09 g,4.09 g,grains
"Pummelo, raw",38,0g,1.00 mg,0.76 g,9.62 g,0,grains
"Quinces, raw",57,0.1g,4.00 mg,0.40 g,15.30 g,0,grains
Cracker meal,383,1.7g,16.00 mg,9.30 g,80.90 g,0.33 g,grains
"Roselle, raw",49,0.6g,6.00 mg,0.96 g,11.31 g,0,grains
"Soursop, raw",66,0.3g,14.00 mg,1.00 g,16.84 g,13.54 g,grains
"Oil, coconut",892,99g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"Wheat, durum",339,2.5g,2.00 mg,13.68 g,71.13 g,0,grains
"KFC, biscuit",358,17g,1070.00 mg,7.50 g,43.55 g,4.04 g,grains
Millet flour,382,4.3g,4.00 mg,10.75 g,75.12 g,1.66 g,grains
"Arugula, raw",25,0.7g,27.00 mg,2.58 g,3.65 g,2.05 g,grains
Potato flour,357,0.3g,55.00 mg,6.90 g,83.10 g,3.52 g,grains
"Litchis, raw",66,0.4g,1.00 mg,0.83 g,16.53 g,15.23 g,grains
"Teff, cooked",101,0.7g,8.00 mg,3.87 g,19.86 g,0,grains
"Spinach, raw",23,0.4g,79.00 mg,2.86 g,3.63 g,0.42 g,grains
"Oil, mustard",884,100g,0.00 mg,0.00 g,0.00 g,0,grains
"Oil, avocado",884,100g,0.00 mg,0.00 g,0.00 g,0,grains
Phyllo dough,299,6g,483.00 mg,7.10 g,52.60 g,0.18 g,grains
"Lentils, raw",352,1.1g,6.00 mg,24.63 g,63.35 g,2.03 g,grains
"Fat, chicken",900,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"Cassava, raw",160,0.3g,14.00 mg,1.36 g,38.06 g,1.70 g,grains
"Turnips, raw",28,0.1g,67.00 mg,0.90 g,6.43 g,3.80 g,grains
"Bananas, raw",89,0.3g,1.00 mg,1.09 g,22.84 g,12.23 g,grains
"Papayas, raw",43,0.3g,8.00 mg,0.47 g,10.82 g,7.82 g,grains
Fruit syrup,341,0g,0.00 mg,0.00 g,85.13 g,53.00 g,grains
"Chives, raw",30,0.7g,3.00 mg,3.27 g,4.35 g,1.85 g,grains
Carob flour,222,0.7g,35.00 mg,4.62 g,88.88 g,49.08 g,grains
Prune puree,257,0.2g,23.00 mg,2.10 g,65.10 g,39.00 g,grains
"Salt, table",0,0g,38758.00 mg,0.00 g,0.00 g,0.00 g,grains
Chewing gum,360,0.3g,1.00 mg,0.00 g,96.70 g,66.08 g,grains
"Fat, turkey",900,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"Tofu, fried",270,20g,16.00 mg,18.82 g,8.86 g,2.72 g,grains
"Borage, raw",21,0.7g,80.00 mg,1.80 g,3.06 g,0,grains
"Mangos, raw",60,0.4g,1.00 mg,0.82 g,14.98 g,13.66 g,grains
"Garlic, raw",149,0.5g,17.00 mg,6.36 g,33.06 g,1.00 g,grains
"Endive, raw",17,0.2g,22.00 mg,1.25 g,3.35 g,0.25 g,grains
Tofu yogurt,94,1.8g,35.00 mg,3.50 g,15.96 g,1.24 g,grains
"Celery, raw",16,0.2g,80.00 mg,0.69 g,2.97 g,1.34 g,grains
"Bagels, egg",278,2.1g,505.00 mg,10.60 g,53.00 g,0,grains
"Bulgur, dry",342,1.3g,17.00 mg,12.29 g,75.87 g,0.41 g,grains
"Feijoa, raw",61,0.4g,3.00 mg,0.71 g,15.21 g,8.20 g,grains
"Millet, raw",378,4.2g,5.00 mg,11.02 g,72.85 g,0,grains
